0	0
0.04	1.318e-05
0.05	3.654e-05
0.06	-3.721e-05
0.07	0.0009906
0.09	-0.0004713
0.1	-0.0009325
0.11	-0.001154
0.12	-0.0009596
0.13	-0.001054
0.14	-0.001797
0.15	-0.002249
0.16	-0.002413
0.17	-0.003064
0.18	-0.003791
0.19	-0.004335
0.2	-0.004574
0.21	-0.004416
0.22	-0.003717
0.23	-0.004394
0.24	-0.005143
0.25	-0.005618
0.26	-0.005694
0.27	-0.005296
0.28	-0.004405
0.29	-0.00337
0.3	-0.002246
0.32	0.0001227
0.33	0.001274
0.34	0.00235
0.35	0.003346
0.36	0.004254
0.37	0.005078
0.38	0.0058
0.39	0.006425
0.4	0.00696
0.41	0.007402
0.42	0.00776
0.43	0.008025
0.44	0.008219
0.45	0.008323
0.46	0.008353
0.47	0.008312
0.48	0.00822
0.49	0.008083
0.5	0.0079
0.51	0.007662
0.52	0.00739
0.54	0.006714
0.55	0.006328
0.56	0.005917
0.57	0.00548
0.6	0.004057
0.63	0.002585
0.65	0.001638
0.67	0.0007544
0.69	-5.767e-05
0.71	-0.0007931
0.73	-0.00147
0.75	-0.002065
0.76	-0.002334
0.77	-0.002576
0.78	-0.002788
0.8	-0.003133
0.82	-0.003346
0.84	-0.003468
0.86	-0.003503
0.88	-0.003451
0.9	-0.003333
0.92	-0.003157
0.94	-0.002911
0.96	-0.002597
1.05	-0.001048
1.07	-0.0007576
1.1	-0.0003792
1.13	-2.521e-05
1.15	0.0001646
1.21	0.0006332
1.27	0.0009956
1.29	0.001069
1.32	0.001095
1.35	0.001096
1.39	0.00105
1.44	0.0009318
1.48	0.0008084
1.52	0.0007145
1.56	0.0006102
1.7	0.0004918
1.73	0.0004923
1.78	0.0005477
2.1	0.0006697
2.18	0.0006609
2.21	0.000693
2.26	0.0007227
2.33	0.0007496
2.36	0.000758
2.42	0.000744
2.62	0.0006242
2.66	0.0006052
2.72	0.0006045
2.81	0.0005442
2.87	0.000502
3.19	0.0004036
3.24	0.0004593
3.29	0.0004155
3.33	0.0003739
3.42	0.0003677
3.47	0.0003494
3.52	0.0003544
3.58	0.0003938
3.62	0.0003631
3.69	0.0002605
3.77	0.0002524
3.81	0.0002745
4	0.0004923
4.06	0.0004864
4.11	0.0004953
4.19	0.0004864
4.23	0.0005332
4.27	0.0005779
4.36	0.0006101
4.77	0.0006966
4.82	0.0007291
4.88	0.0007228
4.93	0.0006976
5.14	0.0007604
5.19	0.0007065
5.23	0.0006709
5.33	0.0006107
5.47	0.0005061
5.51	0.0005131
5.59	0.0005542
5.7	0.0005021
5.89	0.0003582
6	0.0003074
6.06	0.0002646
6.1	0.0002342
6.18	0.0001543
6.25	0.0001549
6.35	0.0001783
6.49	0.0002646
6.56	0.000265
6.77	0.0001641
6.92	0.0002105
7.01	0.0002904
7.09	0.0002467
7.15	0.0001952
7.2	0.0001989
7.3	0.0002699
7.57	0.0004195
7.64	0.0004276
7.8	0.0004751
7.87	0.0004529
7.95	0.0004938
8.06	0.000488
8.25	0.0005408
8.36	0.0004931
8.5	0.0004149
8.59	0.000417
8.64	0.0004059
8.71	0.0003767
8.76	0.000363
8.92	0.0002688
8.98	0.0002336
9.03	0.0002245
9.22	0.0001387
9.3	9.05e-05
9.68	5.985e-05
9.76	5.346e-05
9.87	3.484e-05
9.98	6.115e-05
10.06	5.176e-05
10.15	7.657e-05
10.37	7.636e-05
10.44	7.936e-05
10.5	9.768e-05
10.72	0.0002394
10.81	0.000344
10.87	0.0003555
10.96	0.0003363
11.04	0.0003251
11.14	0.0003258
11.21	0.0002521
11.27	0.0002355
11.33	0.0002266
11.41	0.0002239
11.61	0.0003287
11.82	0.0002834
11.88	0.0002737
12.06	0.0002559
12.51	5.908e-06
12.57	-3.768e-05
12.67	-2.21e-05
12.73	-1.327e-05
13	-1.066e-05
13.25	-4.149e-05
13.31	-1.669e-05
13.41	1.828e-05
13.45	1.549e-05
13.59	-2.408e-05
13.66	-2.584e-05
13.73	-2.824e-05
13.91	5.522e-05
14.06	0.0001185
14.2	0.0002231
14.36	0.0002196
14.47	0.0002259
14.79	0.0001938
14.87	0.0001494
15.32	0.0001865
15.41	0.0001857
15.47	0.0001741
15.53	0.0001393
15.64	7.12e-05
15.76	5.281e-05
15.88	-3.51e-06
16.29	-5.331e-05
16.4	-3.773e-05
16.52	-0.0001033
16.64	-0.0001191
16.73	-9.217e-05
16.91	-5.353e-05
17	-5.755e-05
17.07	-5.353e-05
17.38	6.223e-05
17.44	9.173e-05
17.53	8.266e-05
17.63	6.625e-05
17.75	0.0001467
17.82	0.0001941
17.94	0.0001793
18.05	0.000144
18.2	0.0001378
18.31	0.0002033
18.37	0.0002262
18.45	0.0001696
18.57	9.883e-05
18.66	0.0001125
18.74	0.0001421
18.85	0.0001126
18.91	0.0001058
19	7.585e-05
19.11	5.63e-05
19.21	4.647e-05
19.29	3.049e-05
19.35	5.049e-06
19.44	-3.538e-05
19.9	-0.0001377
20.08	-4.77e-05
20.2	-7.035e-05
20.47	-0.0001261
20.71	1.403e-05
20.79	4.285e-05
20.89	1.051e-05
20.98	-1.264e-05
21.12	5.008e-05
21.2	5.912e-05
21.27	9.978e-05
21.33	0.0001271
21.54	0.0001459
21.61	0.0001396
21.89	0.0001204
22.07	0.0001873
22.42	1.21e-05
22.88	6.071e-06
23.22	-9.101e-05
23.88	-0.000121
24.15	-1.401e-05
24.53	-4.846e-05
24.68	1.413e-05
24.87	9.616e-05
24.97	9.741e-05
25.16	5.787e-05
25.24	6.068e-05
25.36	8.319e-05
25.47	0.0001148
25.83	9.761e-05
25.98	2.756e-05
26.09	-3.971e-06
26.32	3.94e-05
26.71	-4.828e-05
26.87	-5.781e-05
26.94	-6.581e-05
27.07	-8.092e-05
27.34	-0.0001521
27.48	-0.0001117
27.66	-2.16e-05
27.8	-7.996e-06
28.04	-8.405e-05
28.26	-6.749e-06
28.34	4.28e-05
28.45	5.71e-05
28.65	4.196e-05
28.73	3.293e-05
28.89	1.516e-05
28.96	5.756e-05
29.07	0.000117
29.15	0.0001021
29.56	2.191e-06
29.65	4.116e-05
29.74	7.992e-05
29.84	6.975e-05
30.33	-6.157e-05
30.42	-1.741e-05
30.47	-7.578e-07
30.54	-2.852e-05
30.71	-0.0001153
30.79	-0.0001174
30.87	-9.473e-05
31.15	-7.933e-05
31.27	-5.358e-05
31.42	-2.44e-05
31.55	-6.753e-05
31.64	-6.712e-05
31.81	-6.543e-05
31.92	-5.719e-05
32.18	5.556e-05
32.36	4.072e-05
32.55	-3.385e-05
32.66	7.847e-06
32.77	7.456e-05
32.9	8.214e-05
33	4.36e-05
33.19	-2.543e-05
33.28	-4.024e-07
33.42	3.312e-05
33.57	3.24e-05
33.75	1.301e-05
34.06	-6.318e-05
34.23	-0.0001129
34.52	-6.147e-05
35.07	-6.853e-05
35.26	-1.296e-05
35.52	-5.413e-05
35.61	-5.925e-05
36.06	4.261e-05
36.15	5.815e-05
36.28	8.405e-06
36.43	-1.67e-05
36.77	2.21e-05
36.86	2.744e-05
36.95	1.987e-05
37.13	7.947e-07
37.25	-3.653e-06
37.42	-3.406e-05
37.53	-2.819e-05
37.96	-2.441e-05
38.2	-5.276e-05
38.31	-2.945e-05
38.43	-4.315e-05
38.59	-9.082e-05
38.81	-7.073e-05
39.1	-7.098e-05
39.34	-9.905e-06
39.47	1.062e-05
39.99	-1.615e-05
40.19	2.383e-05
40.37	1.846e-05
40.78	-2.266e-05
40.97	1.664e-05
41.27	-6.072e-05
41.4	-5.915e-05
41.62	-2.045e-05
41.76	-1.45e-05
41.88	-5.65e-05
42.22	-5.304e-05
42.34	-8.815e-05
42.43	-5.505e-05
42.54	-2.174e-05
42.63	-1.307e-05
42.79	-5.687e-05
42.91	-7.88e-05
43.08	-7.695e-05
43.2	-3.626e-05
43.38	1.821e-05
43.5	1.268e-05
43.74	-5.252e-05
44.19	1.374e-05
44.29	8.783e-06
44.5	8.597e-08
44.74	-5.293e-05
44.94	-3.543e-05
45.09	-4.407e-05
45.22	-4.348e-05
45.4	-6.855e-05
45.91	-4.358e-05
46	-4.91e-05
46.11	-6.056e-05
46.33	-9.84e-05
46.48	-6.939e-05
46.54	-3.01e-05
46.65	2.021e-06
46.9	-2.071e-05
46.98	-2.029e-05
47.22	-2.592e-05
47.32	-5.947e-06
47.44	4.52e-05
47.5	5.475e-05
47.84	-5.195e-06
47.91	-1.372e-05
48.03	-2.145e-05
48.38	-1.765e-05
48.49	-3.879e-05
48.69	-3.004e-05
48.9	1.076e-05
49.12	-2.241e-05
49.39	-5.315e-05
49.49	-5.173e-05
49.57	-4.798e-05
49.69	-2.622e-05
49.87	-3.239e-06
50.33	-3.697e-05
50.42	-1.417e-06
50.54	-1.802e-05
50.74	-8.451e-05
50.83	-5.938e-05
50.96	6.667e-06
51.13	3.379e-05
51.2	3.777e-05
51.44	6.334e-06
51.66	-2.605e-05
51.84	-3.111e-06
52.1	-1.609e-05
52.19	-4.081e-05
52.61	1.033e-07
52.79	1.397e-05
53	-4.628e-05
53.18	-3.573e-05
53.31	1.566e-05
53.46	-7.274e-06
53.56	-2.147e-05
53.65	-3.959e-05
53.77	-4.863e-05
54.17	-1.026e-05
54.39	-5.696e-05
54.69	-6.527e-05
54.78	-1.908e-05
54.9	4.063e-05
55	4.796e-05
55.25	-6.638e-05
55.32	-4.495e-05
55.51	4.523e-05
55.64	3.497e-05
55.73	1.383e-05
55.86	-4.01e-05
56.28	-8.229e-06
56.37	-1.45e-05
56.46	-3.41e-05
56.83	3.464e-05
56.98	-4.459e-05
57.06	-7.318e-05
57.18	-5.483e-05
57.49	3.738e-05
57.73	-1.7e-05
58.03	-5.891e-05
58.17	-2.236e-05
58.25	-1.616e-05
58.39	2.421e-05
58.62	-1.336e-05
58.7	-1.725e-05
58.79	-2.726e-05
58.88	-2.665e-05
59.01	-2.374e-05
59.27	2.219e-05
59.52	-2.872e-05
59.73	1.922e-05
59.86	-1.34e-05
60	-3.175e-05
60.2	1.124e-05
60.37	7.46e-06
60.58	-7.244e-05
60.93	-1.653e-05
61.05	2.25e-05
61.32	-3.047e-05
61.56	3.768e-05
61.68	3.146e-05
61.85	-8.096e-06
61.94	6.596e-06
62.03	3.45e-05
62.16	4.762e-06
62.42	-7.35e-05
62.5	-8.04e-05
62.67	-2.375e-05
62.84	1.149e-05
62.95	1.721e-05
63.07	2.496e-05
63.33	-2.508e-05
63.46	-6.553e-05
63.6	-3.931e-05
63.92	4.202e-05
64.04	1.677e-05
64.15	2.86e-05
64.42	-3.263e-05
64.57	-5.886e-05
64.66	-6.023e-05
64.93	-1.647e-05
65.07	-2.373e-05
65.3	-1.924e-06
65.61	2.613e-05
65.86	-3.231e-05
65.96	-2.309e-05
66.35	3.53e-05
66.44	1.099e-05
66.59	-6.54e-05
66.82	-6.892e-05
66.92	-6.109e-05
67.05	8.216e-06
67.14	7.071e-05
67.25	8.761e-05
67.36	4.395e-05
67.47	-2.918e-05
67.52	-4.548e-05
67.63	-2.355e-05
67.75	2.983e-05
67.86	7.41e-05
67.93	5.255e-05
68.13	-5.052e-07
68.37	-5.816e-05
68.5	-2.458e-05
68.84	1.976e-05
69.12	-3.306e-05
69.2	-3.926e-05
69.32	-8.807e-06
69.43	1.738e-05
69.67	1.291e-05
69.78	-1.578e-05
70.01	-3.749e-06
70.17	2.865e-05
70.33	2.917e-06
70.44	-3.542e-05
70.5	-5.859e-05
70.59	-5.758e-05
70.85	1.861e-05
70.99	6.565e-05
71.15	5.02e-05
71.31	-4.276e-06
71.44	-6.189e-05
71.54	-4.939e-05
71.94	1.546e-05
72.27	-3.13e-05
72.41	8.523e-07
72.58	4.534e-05
72.67	3.592e-05
72.94	-4.99e-05
73.11	-3.37e-05
73.29	1.447e-05
73.43	1.229e-05
73.77	2.538e-05
74.1	2.138e-06
74.49	-3.2e-05
74.6	-5.96e-05
74.8	7.104e-06
74.9	3.975e-05
75.1	5.573e-05
75.4	-6.519e-05
75.48	-5.234e-05
75.64	1.795e-05
75.81	3.767e-07
76	-1.902e-05
76.23	-2.381e-05
76.44	7.144e-06
76.61	2.143e-05
76.71	3.062e-05
76.77	3.094e-05
77.02	-9.447e-06
77.21	6.407e-05
77.42	5.869e-06
77.82	-2.372e-05
77.94	3.066e-06
78.03	2.142e-05
78.19	-9.937e-06
78.32	-1.783e-05
78.43	-1.254e-05
78.59	-5.178e-06
78.68	3.342e-06
78.81	-4.854e-05
78.98	-1.839e-05
79.16	5.142e-05
79.65	-1.617e-05
79.9	3.484e-05
80.2	3.283e-05
80.45	-4.08e-05
80.55	-9.139e-06
80.71	9.953e-06
80.88	3.763e-05
80.97	2.269e-05
81.11	3.542e-06
81.59	3.895e-06
81.7	1.681e-06
81.8	-3.407e-05
81.93	-6.469e-05
82.18	-9.647e-06
82.25	7.153e-06
82.46	5.095e-05
82.67	1.226e-05
82.83	5.53e-07
83.07	-1.381e-06
83.21	-2.043e-05
83.43	2.269e-05
83.91	-6.722e-07
84.2	-1.579e-05
84.27	-4.924e-06
84.47	-1.89e-05
84.59	1.868e-05
84.92	-2.844e-05
85.26	1.405e-05
85.64	-8.987e-06
85.82	2.935e-06
85.95	-2.413e-05
86.35	1.158e-05
86.42	1.395e-06
86.56	2.174e-05
86.85	-1.757e-05
87.65	-9.011e-06
87.77	-4.018e-05
87.86	-2.922e-05
87.95	7.841e-06
88.09	6.396e-05
88.2	4.26e-05
88.58	-1.996e-05
88.76	-1.589e-05
88.94	2.338e-05
89.37	-4.743e-06
89.47	4.584e-06
89.63	-6.657e-06
89.77	5.552e-05
89.86	4.324e-05
90.21	-7.778e-05
90.32	-4.348e-05
90.41	2.14e-07
90.59	0.0001036
90.65	8.484e-05
90.86	-5.335e-05
90.98	-5.314e-05
91.35	5.092e-05
91.85	-1.76e-05
92.08	1.925e-05
92.28	-3.114e-05
92.59	1.474e-05
92.68	3.271e-05
92.8	4.663e-05
92.94	8.03e-06
93.06	-4.939e-05
93.18	-1.837e-05
93.43	4.453e-05
93.76	-1.941e-07
94.01	-6.86e-05
94.19	-7.746e-05
94.3	-3.054e-05
94.54	7.692e-05
94.99	2.314e-05
95.18	3.487e-05
95.3	-1.156e-05
95.39	-4.055e-05
95.5	-9.767e-06
95.59	-2.35e-06
95.68	1.518e-05
95.79	3.341e-05
96.03	-1.254e-05
96.28	-1.089e-07
96.42	1.939e-06
96.52	-1.618e-05
96.98	1.28e-05
97.11	1.862e-05
97.19	8.228e-06
97.37	-2.66e-05
97.6	-2.94e-05
97.71	1.865e-05
97.79	5.448e-05
97.99	5.239e-05
98.11	8.243e-06
98.23	-4.387e-05
98.49	2.251e-05
98.58	2.196e-05
98.76	-4.377e-06
98.85	8.129e-06
99.03	1.47e-05
99.17	5.326e-06
99.3	1.651e-05
99.56	-2.323e-05
99.71	-3.243e-05
99.78	-5.247e-06
99.97	7.108e-05
100	7.115e-05
